id,title,description,type,location,city,city_aliases,venue_type,indoor_outdoor,season,month_start,month_end,age_min,age_max,duration_minutes,price_dt,budget_level,requires_authorization,tags,educational_value,recommended_label,source_url,source_type
53,Jeux d'eau encadrés - Jardin Japonais de Tunis,"Jeux sensoriels d'été avec eau, bacs et activités rafraîchissantes. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.",ACTIVITE,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,ETE,6,8,2,6,45,5,LOW,false,ete;eau;sensoriel;motricite,HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
54,Atelier musique et rythme - Jardin Japonais de Tunis,"Chansons, percussions douces et expression corporelle. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.",ATELIER,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,ALL,1,12,2,6,75,7,LOW,false,musique;rythme;expression;groupe,HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
55,Mini exploration planétarium - Jardin Japonais de Tunis,Découverte visuelle de l'espace et des étoiles en séance courte. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.,SORTIE,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,ALL,1,12,4,6,60,11,LOW,true,astronomie;planetes;science;immersion,VERY_HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
56,Atelier patrimoine visuel - Jardin Japonais de Tunis,"Observation de formes, mosaïques et objets anciens avec langage adapté. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.",ATELIER,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,ALL,1,12,4,6,75,7,LOW,true,patrimoine;mosaïque;culture;formes,HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
57,Pique-nique pédagogique - Jardin Japonais de Tunis,"Temps calme en extérieur avec règles de groupe, repas et jeux libres. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.",ACTIVITE,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,PRINTEMPS,3,5,2,6,45,3,LOW,true,pique_nique;autonomie;plein_air;vie_collective,MEDIUM,RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
58,Atelier collage nature - Jardin Japonais de Tunis,"Feuilles, fleurs et textures pour créer une œuvre simple. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.",ATELIER,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,AUTOMNE,9,11,2,6,45,4,LOW,false,nature;automne;collage;textures,HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
59,Visite marine sensorielle - Jardin Japonais de Tunis,Découverte du monde marin avec vocabulaire simple et observation. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.,SORTIE,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,ALL,1,12,3,6,90,12,LOW,true,mer;poissons;marine;observation,VERY_HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
60,Atelier théâtre et marionnettes - Jardin Japonais de Tunis,"Jeu symbolique, histoires courtes et manipulation de marionnettes. Lieu: Jardin Japonais de Tunis. Contexte: Parcs et jardins municipaux.",ATELIER,Jardin Japonais de Tunis,tunis,tunis|ariana|la goulette|carthage,PARK,OUTDOOR,HIVER,11,2,3,6,75,7,LOW,false,theatre;marionnettes;expression;langage,HIGH,HIGHLY_RECOMMENDED,https://commune-tunis.gov.tn/publish/content/article.asp?id=1079,verified_venue + synthetic_activity_template
61,Atelier peinture créative - Musée national du Bardo,"Expression artistique libre avec peinture, couleurs et collage. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,2,6,75,14,LOW,false,art;creativite;peinture;motricite_fine,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
62,Atelier lecture et contes - Musée national du Bardo,"Lecture animée, comptines et découverte du livre en petit groupe. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ACTIVITE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,2,5,90,2,LOW,false,lecture;conte;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
63,Atelier sciences ludiques - Musée national du Bardo,Expériences simples et sécurisées adaptées aux enfants. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.,ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,75,17,LOW,false,science;curiosite;observation;experience,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
64,Visite découverte musée - Musée national du Bardo,Parcours très court centré sur l'observation et la curiosité. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.,SORTIE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,90,12,LOW,true,musee;culture;observation;patrimoine,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
65,Parcours nature et observation - Musée national du Bardo,"Découverte des arbres, des insectes et des saisons dans un espace vert. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",SORTIE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,60,2,LOW,true,nature;plein_air;observation;saisons,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
66,Jeux moteurs en plein air - Musée national du Bardo,"Parcours moteur, jeux collectifs et coordination en extérieur. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ACTIVITE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,90,2,LOW,false,motricite;plein_air;cooperation,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
67,Atelier jardinage - Musée national du Bardo,"Plantation de graines, arrosage et découverte du vivant. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,45,7,LOW,false,jardinage;nature;botanique;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
68,Jeux d'eau encadrés - Musée national du Bardo,"Jeux sensoriels d'été avec eau, bacs et activités rafraîchissantes. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ACTIVITE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ETE,6,8,2,6,60,10,LOW,false,ete;eau;sensoriel;motricite,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
69,Atelier musique et rythme - Musée national du Bardo,"Chansons, percussions douces et expression corporelle. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,2,6,60,12,LOW,false,musique;rythme;expression;groupe,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
70,Mini exploration planétarium - Musée national du Bardo,Découverte visuelle de l'espace et des étoiles en séance courte. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.,SORTIE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,75,16,LOW,true,astronomie;planetes;science;immersion,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
71,Atelier patrimoine visuel - Musée national du Bardo,"Observation de formes, mosaïques et objets anciens avec langage adapté. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,75,12,LOW,true,patrimoine;mosaïque;culture;formes,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
72,Pique-nique pédagogique - Musée national du Bardo,"Temps calme en extérieur avec règles de groupe, repas et jeux libres. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ACTIVITE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,45,8,LOW,true,pique_nique;autonomie;plein_air;vie_collective,MEDIUM,RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
73,Atelier collage nature - Musée national du Bardo,"Feuilles, fleurs et textures pour créer une œuvre simple. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,AUTOMNE,9,11,2,6,90,9,LOW,false,nature;automne;collage;textures,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
74,Visite marine sensorielle - Musée national du Bardo,Découverte du monde marin avec vocabulaire simple et observation. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.,SORTIE,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,3,6,45,17,LOW,true,mer;poissons;marine;observation,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
75,Atelier théâtre et marionnettes - Musée national du Bardo,"Jeu symbolique, histoires courtes et manipulation de marionnettes. Lieu: Musée national du Bardo. Contexte: Musée ouvert au public depuis septembre 2023.",ATELIER,Musée national du Bardo,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,HIVER,11,2,3,6,45,12,LOW,false,theatre;marionnettes;expression;langage,HIGH,HIGHLY_RECOMMENDED,https://www.culture.gov.tn/?p=154782,verified_venue + synthetic_activity_template
76,Atelier peinture créative - Musée océanographique de Salammbô,"Expression artistique libre avec peinture, couleurs et collage. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,2,6,90,14,LOW,false,art;creativite;peinture;motricite_fine,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
77,Atelier lecture et contes - Musée océanographique de Salammbô,"Lecture animée, comptines et découverte du livre en petit groupe. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ACTIVITE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,2,5,75,2,LOW,false,lecture;conte;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
78,Atelier sciences ludiques - Musée océanographique de Salammbô,Expériences simples et sécurisées adaptées aux enfants. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.,ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,45,17,LOW,false,science;curiosite;observation;experience,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
79,Visite découverte musée - Musée océanographique de Salammbô,Parcours très court centré sur l'observation et la curiosité. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.,SORTIE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,60,12,LOW,true,musee;culture;observation;patrimoine,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
80,Parcours nature et observation - Musée océanographique de Salammbô,"Découverte des arbres, des insectes et des saisons dans un espace vert. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",SORTIE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,75,2,LOW,true,nature;plein_air;observation;saisons,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
81,Jeux moteurs en plein air - Musée océanographique de Salammbô,"Parcours moteur, jeux collectifs et coordination en extérieur. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ACTIVITE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,60,2,LOW,false,motricite;plein_air;cooperation,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
82,Atelier jardinage - Musée océanographique de Salammbô,"Plantation de graines, arrosage et découverte du vivant. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,75,7,LOW,false,jardinage;nature;botanique;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
83,Jeux d'eau encadrés - Musée océanographique de Salammbô,"Jeux sensoriels d'été avec eau, bacs et activités rafraîchissantes. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ACTIVITE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ETE,6,8,2,6,75,10,LOW,false,ete;eau;sensoriel;motricite,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
84,Atelier musique et rythme - Musée océanographique de Salammbô,"Chansons, percussions douces et expression corporelle. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,2,6,45,12,LOW,false,musique;rythme;expression;groupe,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
85,Mini exploration planétarium - Musée océanographique de Salammbô,Découverte visuelle de l'espace et des étoiles en séance courte. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.,SORTIE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,75,16,LOW,true,astronomie;planetes;science;immersion,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
86,Atelier patrimoine visuel - Musée océanographique de Salammbô,"Observation de formes, mosaïques et objets anciens avec langage adapté. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,4,6,90,12,LOW,true,patrimoine;mosaïque;culture;formes,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
87,Pique-nique pédagogique - Musée océanographique de Salammbô,"Temps calme en extérieur avec règles de groupe, repas et jeux libres. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ACTIVITE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,90,8,LOW,true,pique_nique;autonomie;plein_air;vie_collective,MEDIUM,RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
88,Atelier collage nature - Musée océanographique de Salammbô,"Feuilles, fleurs et textures pour créer une œuvre simple. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,AUTOMNE,9,11,2,6,60,9,LOW,false,nature;automne;collage;textures,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
89,Visite marine sensorielle - Musée océanographique de Salammbô,Découverte du monde marin avec vocabulaire simple et observation. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.,SORTIE,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,ALL,1,12,3,6,75,17,LOW,true,mer;poissons;marine;observation,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
90,Atelier théâtre et marionnettes - Musée océanographique de Salammbô,"Jeu symbolique, histoires courtes et manipulation de marionnettes. Lieu: Musée océanographique de Salammbô. Contexte: Référence muséale et culturelle à Salammbô.",ATELIER,Musée océanographique de Salammbô,tunis,tunis|ariana|la goulette|carthage,MUSEUM,INDOOR,HIVER,11,2,3,6,90,12,LOW,false,theatre;marionnettes;expression;langage,HIGH,HIGHLY_RECOMMENDED,https://www.inp2020.tn/2024/09/25/_expo_salammbo/,verified_venue + synthetic_activity_template
91,Atelier peinture créative - Centre culturel international de Hammamet,"Expression artistique libre avec peinture, couleurs et collage. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,2,6,45,12,LOW,false,art;creativite;peinture;motricite_fine,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
92,Atelier lecture et contes - Centre culturel international de Hammamet,"Lecture animée, comptines et découverte du livre en petit groupe. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ACTIVITE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,2,5,45,0,LOW,false,lecture;conte;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
93,Atelier sciences ludiques - Centre culturel international de Hammamet,"Expériences simples et sécurisées adaptées aux enfants. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,4,6,75,15,LOW,false,science;curiosite;observation;experience,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
94,Visite découverte musée - Centre culturel international de Hammamet,"Parcours très court centré sur l'observation et la curiosité. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",SORTIE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,4,6,75,10,LOW,true,musee;culture;observation;patrimoine,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
95,Parcours nature et observation - Centre culturel international de Hammamet,"Découverte des arbres, des insectes et des saisons dans un espace vert. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",SORTIE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,PRINTEMPS,3,5,2,6,75,0,LOW,true,nature;plein_air;observation;saisons,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
96,Jeux moteurs en plein air - Centre culturel international de Hammamet,"Parcours moteur, jeux collectifs et coordination en extérieur. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ACTIVITE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,PRINTEMPS,3,5,2,6,45,0,LOW,false,motricite;plein_air;cooperation,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
97,Atelier jardinage - Centre culturel international de Hammamet,"Plantation de graines, arrosage et découverte du vivant. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,PRINTEMPS,3,5,2,6,45,5,LOW,false,jardinage;nature;botanique;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
98,Jeux d'eau encadrés - Centre culturel international de Hammamet,"Jeux sensoriels d'été avec eau, bacs et activités rafraîchissantes. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ACTIVITE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ETE,6,8,2,6,90,8,LOW,false,ete;eau;sensoriel;motricite,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
99,Atelier musique et rythme - Centre culturel international de Hammamet,"Chansons, percussions douces et expression corporelle. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,2,6,90,10,LOW,false,musique;rythme;expression;groupe,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
100,Mini exploration planétarium - Centre culturel international de Hammamet,"Découverte visuelle de l'espace et des étoiles en séance courte. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",SORTIE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,4,6,60,14,LOW,true,astronomie;planetes;science;immersion,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
101,Atelier patrimoine visuel - Centre culturel international de Hammamet,"Observation de formes, mosaïques et objets anciens avec langage adapté. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,4,6,60,10,LOW,true,patrimoine;mosaïque;culture;formes,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
102,Pique-nique pédagogique - Centre culturel international de Hammamet,"Temps calme en extérieur avec règles de groupe, repas et jeux libres. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ACTIVITE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,PRINTEMPS,3,5,2,6,60,6,LOW,true,pique_nique;autonomie;plein_air;vie_collective,MEDIUM,RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
103,Atelier collage nature - Centre culturel international de Hammamet,"Feuilles, fleurs et textures pour créer une œuvre simple. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,AUTOMNE,9,11,2,6,60,7,LOW,false,nature;automne;collage;textures,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
104,Visite marine sensorielle - Centre culturel international de Hammamet,"Découverte du monde marin avec vocabulaire simple et observation. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",SORTIE,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,ALL,1,12,3,6,45,15,LOW,true,mer;poissons;marine;observation,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
105,Atelier théâtre et marionnettes - Centre culturel international de Hammamet,"Jeu symbolique, histoires courtes et manipulation de marionnettes. Lieu: Centre culturel international de Hammamet. Contexte: Maison, théâtre et parc.",ATELIER,Centre culturel international de Hammamet,hammamet,hammamet|nabeul|cap bon,CULTURAL_CENTER,INDOOR,HIVER,11,2,3,6,75,10,LOW,false,theatre;marionnettes;expression;langage,HIGH,HIGHLY_RECOMMENDED,https://www.nabeul.gov.tn/fr/centre-culturel-international-de-hammamet/,verified_venue + synthetic_activity_template
106,Atelier peinture créative - Musée archéologique de Nabeul,"Expression artistique libre avec peinture, couleurs et collage. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,2,6,60,14,LOW,false,art;creativite;peinture;motricite_fine,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
107,Atelier lecture et contes - Musée archéologique de Nabeul,"Lecture animée, comptines et découverte du livre en petit groupe. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ACTIVITE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,2,5,75,2,LOW,false,lecture;conte;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
