season,month,age_group,budget_level,outdoor_preferred,city_context,event_type,indoor_outdoor,title,description,suggested_location,requires_authorization,price,relevance_label
ETE,AUGUST,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,7.5,HIGH
ETE,AUGUST,2-6 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,0.2,HIGH
ETE,AUGUST,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,7.9,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,6.2,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,6.5,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,7.2,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,3.0,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,3.5,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,5.9,HIGH
AUTOMNE,OCTOBER,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,8.0,HIGH
AUTOMNE,OCTOBER,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,3.1,HIGH
AUTOMNE,OCTOBER,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,4.4,HIGH
AUTOMNE,OCTOBER,4-5 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,2.7,HIGH
AUTOMNE,OCTOBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,7.2,HIGH
AUTOMNE,OCTOBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,6.9,HIGH
AUTOMNE,NOVEMBER,2-3 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,1.8,HIGH
AUTOMNE,NOVEMBER,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,4.1,HIGH
AUTOMNE,NOVEMBER,4-5 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,1.9,HIGH
AUTOMNE,NOVEMBER,4-5 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,1.9,HIGH
AUTOMNE,NOVEMBER,2-6 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,0.9,HIGH
AUTOMNE,NOVEMBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,3.2,HIGH
HIVER,DECEMBER,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,6.7,HIGH
HIVER,DECEMBER,2-3 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,2.7,HIGH
HIVER,DECEMBER,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,6.7,HIGH
HIVER,DECEMBER,4-5 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,0.6,HIGH
HIVER,DECEMBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,5.7,HIGH
HIVER,DECEMBER,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,7.2,HIGH
HIVER,JANUARY,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,7.6,HIGH
HIVER,JANUARY,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,7.8,HIGH
HIVER,JANUARY,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,6.7,HIGH
HIVER,JANUARY,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,7.0,HIGH
HIVER,JANUARY,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,7.8,HIGH
HIVER,JANUARY,2-6 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,2.3,HIGH
HIVER,FEBRUARY,2-3 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,2.6,HIGH
HIVER,FEBRUARY,2-3 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,7.8,HIGH
HIVER,FEBRUARY,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,3.5,HIGH
HIVER,FEBRUARY,4-5 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,3.1,HIGH
HIVER,FEBRUARY,2-6 ans,LOW,False,Tunis,REUNION_PARENTS,INDOOR,Rencontre parents educateurs,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Maison de la Culture Ibn Rachiq, Tunis, Tunisie",False,1.4,HIGH
HIVER,FEBRUARY,2-6 ans,MEDIUM,False,Tunis,REUNION_PARENTS,INDOOR,Reunion d information parents,Rencontre d information et d echange avec les familles dans un cadre confortable.,"Centre culturel municipal, Tunis, Tunisie",False,5.9,HIGH
PRINTEMPS,MARCH,2-3 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,27.4,HIGH
PRINTEMPS,MARCH,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,8.0,HIGH
PRINTEMPS,MARCH,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,10.2,HIGH
PRINTEMPS,MARCH,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,21.3,HIGH
PRINTEMPS,MARCH,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,20.2,HIGH
PRINTEMPS,MARCH,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,7.8,HIGH
PRINTEMPS,APRIL,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,17.3,HIGH
PRINTEMPS,APRIL,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,15.2,HIGH
PRINTEMPS,APRIL,4-5 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,4.8,HIGH
PRINTEMPS,APRIL,4-5 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,5.8,HIGH
PRINTEMPS,APRIL,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,10.9,HIGH
PRINTEMPS,APRIL,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,9.3,HIGH
PRINTEMPS,MAY,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,6.3,HIGH
PRINTEMPS,MAY,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,15.4,HIGH
PRINTEMPS,MAY,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,25.0,HIGH
PRINTEMPS,MAY,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,22.2,HIGH
PRINTEMPS,MAY,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,25.3,HIGH
PRINTEMPS,MAY,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,15.2,HIGH
ETE,JUNE,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,14.9,HIGH
ETE,JUNE,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,10.3,HIGH
ETE,JUNE,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,11.7,HIGH
ETE,JUNE,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,17.6,HIGH
ETE,JUNE,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,10.8,HIGH
ETE,JUNE,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,21.7,HIGH
ETE,JULY,2-3 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,21.6,HIGH
ETE,JULY,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,12.2,HIGH
ETE,JULY,4-5 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,9.7,HIGH
ETE,JULY,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,10.7,HIGH
ETE,JULY,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,7.9,HIGH
ETE,JULY,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,27.7,HIGH
ETE,AUGUST,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,8.7,HIGH
ETE,AUGUST,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,9.9,HIGH
ETE,AUGUST,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,20.1,HIGH
ETE,AUGUST,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,20.1,HIGH
ETE,AUGUST,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,8.9,HIGH
ETE,AUGUST,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,6.0,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,8.7,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,18.0,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,9.9,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,20.5,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,4.7,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,4.8,HIGH
AUTOMNE,OCTOBER,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,16.3,HIGH
AUTOMNE,OCTOBER,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,7.5,HIGH
AUTOMNE,OCTOBER,4-5 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,5.0,HIGH
AUTOMNE,OCTOBER,4-5 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,4.8,HIGH
AUTOMNE,OCTOBER,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,14.2,HIGH
AUTOMNE,OCTOBER,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,18.6,HIGH
AUTOMNE,NOVEMBER,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,16.2,HIGH
AUTOMNE,NOVEMBER,2-3 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,23.9,HIGH
AUTOMNE,NOVEMBER,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,14.0,HIGH
AUTOMNE,NOVEMBER,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,18.4,HIGH
AUTOMNE,NOVEMBER,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,23.2,HIGH
AUTOMNE,NOVEMBER,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,15.1,HIGH
HIVER,DECEMBER,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,4.4,HIGH
HIVER,DECEMBER,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,16.8,HIGH
HIVER,DECEMBER,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,15.5,HIGH
HIVER,DECEMBER,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,15.7,HIGH
HIVER,DECEMBER,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,10.6,HIGH
HIVER,DECEMBER,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,5.9,HIGH
HIVER,JANUARY,2-3 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,4.4,HIGH
HIVER,JANUARY,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,15.0,HIGH
HIVER,JANUARY,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,23.5,HIGH
HIVER,JANUARY,4-5 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,13.0,HIGH
HIVER,JANUARY,2-6 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,23.3,HIGH
HIVER,JANUARY,2-6 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,14.0,HIGH
HIVER,FEBRUARY,2-3 ans,MEDIUM,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,10.8,HIGH
HIVER,FEBRUARY,2-3 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,19.1,HIGH
HIVER,FEBRUARY,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,24.5,HIGH
HIVER,FEBRUARY,4-5 ans,HIGH,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,25.2,HIGH
HIVER,FEBRUARY,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Sortie nature au Parc Ennahli,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Ennahli, Ariana, Tunisie",True,6.6,HIGH
HIVER,FEBRUARY,2-6 ans,LOW,True,Ariana,SORTIE,OUTDOOR,Balade educative au parc urbain,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Parc Urbain Nahli, Ariana, Tunisie",True,6.5,HIGH
